paper_id,doi,title,year,venue,pdf_path,resolved_pdf_path,status,processed_at,reason,needs_deep_theory_review
doi:10.1111/j.2044-8295.1979.tb01680.x,10.1111/j.2044-8295.1979.tb01680.x,Dimensions and determinants of judgements of colour samples and a simulated interior space by architects and non‐architects,1979,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.2044-8295.1979.tb01680.x.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.2044-8295.1979.tb01680.x.pdf,completed_pdf_no_claims,2026-02-14T23:49:54.393798+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1093/oso/9780199688289.003.0003,10.1093/oso/9780199688289.003.0003,Synesthesia vs. Crossmodal Illusions,2017,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1093_oso_9780199688289.003.0003.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1093_oso_9780199688289.003.0003.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1073/pnas.1100290108,10.1073/pnas.1100290108,The cultural niche: Why social learning is essential for human adaptation,2011,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1073_pnas.1100290108.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1073_pnas.1100290108.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3389/fpsyg.2019.01904,10.3389/fpsyg.2019.01904,Mental Control in Musical Imagery: A Dual Component Model,2019,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2019.01904.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2019.01904.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_deep_theory_or_conceptual,yes
doi:10.1016/j.cub.2006.06.031,10.1016/j.cub.2006.06.031,Daytime Light Exposure Dynamically Enhances Brain Responses,2006,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.cub.2006.06.031.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.cub.2006.06.031.pdf,completed_pdf_no_claims,2026-02-14T23:51:22.827039+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3389/fpsyg.2014.00440,10.3389/fpsyg.2014.00440,The subjective meaning of cognitive architecture: A Marrian analysis,2014,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2014.00440.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2014.00440.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/ijerph6092332,10.3390/ijerph6092332,Biophilia: Does Visual Contact with Nature Impact on Health and Well-Being?,2009,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph6092332.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph6092332.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/ijerph20095637,10.3390/ijerph20095637,Architectural Allostatic Overloading: Exploring a Connection between Architectural Form and Allostatic Overloading,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph20095637.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph20095637.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/ijerph182211792,10.3390/ijerph182211792,Waterscapes for Promoting Mental Health in the General Population,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph182211792.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph182211792.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/s21062193,10.3390/s21062193,The Cognitive-Emotional Design and Study of Architectural Space: A Scoping Review of Neuroarchitecture and Its Precursor Approaches,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_s21062193.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_s21062193.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_synthesis_non_tabular,yes
doi:10.3390/bs4040423,10.3390/bs4040423,Wayfinding in Healthcare Facilities: Contributions from Environmental Psychology,2014,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_bs4040423.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_bs4040423.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1177/193758671100400207,10.1177/193758671100400207,Wayfinding for People with Dementia: A Review of the Role of Architectural Design,2011,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_193758671100400207.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_193758671100400207.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_synthesis_non_tabular,yes
doi:10.3390/su13031084,10.3390/su13031084,Wayfinding in People with Alzheimer’s Disease: Perspective Taking and Architectural Cognition—A Vision Paper on Future Dementia Care Research Opportunities,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13031084.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13031084.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1111/j.1545-5300.1977.00049.x,10.1111/j.1545-5300.1977.00049.x,"Architecture: Effect of Territory, Boundary, and Orientation on Family Functioning",1977,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1545-5300.1977.00049.x.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1111_j.1545-5300.1977.00049.x.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/su13115891,10.3390/su13115891,Health and Happiness in the New Urban Agenda: The Central Role of Public Space,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13115891.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13115891.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/su13116198,10.3390/su13116198,Smart Lighting Application for Energy Saving and User Well-Being in the Residential Environment,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13116198.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13116198.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/ijerph17197217,10.3390/ijerph17197217,Impacts of Dynamic LED Lighting on the Well-Being and Experience of Office Occupants,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph17197217.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph17197217.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1177/1477153509356018,10.1177/1477153509356018,Stimulus range bias explains the outcome of preferred-illuminance adjustments,2010,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153509356018.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153509356018.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/buildings13102537,10.3390/buildings13102537,A Study of the Emotional Impact of Interior Lighting Color in Rural Bed and Breakfast Space Design,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings13102537.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings13102537.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/ijerph18031002,10.3390/ijerph18031002,Good Places to Live and Sleep Well: A Literature Review about the Role of Architecture in Determining Non-Visual Effects of Light,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph18031002.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph18031002.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_synthesis_non_tabular,yes
doi:10.1177/1477153513509258,10.1177/1477153513509258,Daylight and health: A review of the evidence and consequences for the built environment,2015,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153513509258.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1477153513509258.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_synthesis_non_tabular,yes
doi:10.1080/01971360.2024.2393532,10.1080/01971360.2024.2393532,Powerful Patina: The Value of Odors in a Tibetan Buddhist Temple,,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_01971360.2024.2393532.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_01971360.2024.2393532.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1525/collabra.335,10.1525/collabra.335,Probing the Person-Patina Relationship: A Correlational Study on the Psychology of Senescent Environments,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1525_collabra.335.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1525_collabra.335.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/buildings14082508,10.3390/buildings14082508,"The Architectural Design Strategies That Promote Attention to Foster Mindfulness: A Systematic Review, Content Analysis and Meta-Analysis",2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14082508.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14082508.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_synthesis_non_tabular,yes
doi:10.1177/0013916587191001,10.1177/0013916587191001,"Aesthetics, Affect, and Cognition: Environmental Preference from an Evolutionary Perspective",1987,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916587191001.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916587191001.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/buildings5030948,10.3390/buildings5030948,A Review of Psychological Literature on the Health and Wellbeing Benefits of Biophilic Design,2015,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings5030948.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings5030948.pdf,completed_pdf_no_claims,2026-02-14T11:20:05.453993+00:00,likely_synthesis_non_tabular,yes
doi:10.3389/fpsyg.2020.573041,10.3389/fpsyg.2020.573041,Assessments of Acoustic Environments by Emotions – The Application of Emotion Theory in Soundscape,2020,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2020.573041.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2020.573041.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_deep_theory_or_conceptual,yes
doi:10.1177/0013916591231001,10.1177/0013916591231001,Restorative Effects of Natural Environment Experiences,1991,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916591231001.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916591231001.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/buildings12030326,10.3390/buildings12030326,The Interior Experience of Architecture: An Emotional Connection between Space and the Body,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings12030326.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings12030326.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/buildings14020337,10.3390/buildings14020337,Acoustics Perception in Special-Shaped Spaces: A Systematic Review,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14020337.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14020337.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_synthesis_non_tabular,yes
doi:10.1177/0013916589215001,10.1177/0013916589215001,Environmental Preference: A Comparison of Four Domains of Predictors,1989,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916589215001.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916589215001.pdf,completed_pdf_no_claims,2026-02-14T23:55:49.085596+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.38027/iccaua2022en0104,10.38027/iccaua2022en0104,"Reinventing the Relationship Between Architecture, Biology and Human Experience",2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.38027_iccaua2022en0104.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.38027_iccaua2022en0104.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/biology13040220,10.3390/biology13040220,Neuroarchitecture: How the Perception of Our Surroundings Impacts the Brain,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_biology13040220.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_biology13040220.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3389/fpsyg.2022.864009,10.3389/fpsyg.2022.864009,Body and the Senses in Spatial Experience: The Implications of Kinesthetic and Synesthetic Perceptions for Design Thinking,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2022.864009.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2022.864009.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1002/adfm.201703820,10.1002/adfm.201703820,Graphene Oxide‐Based Lamella Network for Enhanced Sound Absorption,2017,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1002_adfm.201703820.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1002_adfm.201703820.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/su13116395,10.3390/su13116395,Mental Well-Being and the Influence of Place: Conceptual Approaches for the Built Environment for Planning Healthy and Walkable Cities,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13116395.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su13116395.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_deep_theory_or_conceptual,yes
zotero:7UTCT4T2,,Dichotomic Reciprocity: The Practice of a More Intimate Biomimicry in Architectural Design,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Dichotomic_Reciprocity_The_Practice_of_a_More_Inti.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Dichotomic_Reciprocity_The_Practice_of_a_More_Inti.pdf,completed_pdf_no_claims,2026-02-14T23:55:51.072296+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1177/14771535241261270,10.1177/14771535241261270,The design of window shades and fenestration for view clarity,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_14771535241261270.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_14771535241261270.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1016/s0038-092x(02)00036-1,10.1016/s0038-092x(02)00036-1,An overview of daylighting systems,2002,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0038-092x(02)00036-1.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0038-092x(02)00036-1.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1016/j.landurbplan.2003.11.001,10.1016/j.landurbplan.2003.11.001,"Preferences for and attitudes towards street flowers and trees in Sapporo, Japan",2004,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.landurbplan.2003.11.001.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.landurbplan.2003.11.001.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1177/0885412216662001,10.1177/0885412216662001,Considering Sound in Planning and Designing Public Spaces: A Review of Theory and Applications and a Proposed Framework for Integrating Research and Practice,2016,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0885412216662001.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0885412216662001.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_deep_theory_or_conceptual,yes
doi:10.1121/1.2118327,10.1121/1.2118327,Noise levels in Johns Hopkins Hospital,2005,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.2118327.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1121_1.2118327.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/ijerph8041032,10.3390/ijerph8041032,An Assessment of Psychological Noise Reduction by Landscape Plants,2011,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph8041032.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph8041032.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1177/0013916519879773,10.1177/0013916519879773,Dealing With Feeling Crowded on Public Transport: The Potential Role of Design,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916519879773.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916519879773.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1177/1420326x19889653,10.1177/1420326x19889653,A brief review on the mental health for select elements of the built environment,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1420326x19889653.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1420326x19889653.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_synthesis_non_tabular,yes
doi:10.3390/en16093681,10.3390/en16093681,Green Buildings: Human-Centered and Energy Efficiency Optimization Strategies,2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_en16093681.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_en16093681.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3390/su16083358,10.3390/su16083358,Sustainable Environmental Communication Project: Eco-Friendly and Sensory Materials for Museums,2024,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su16083358.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su16083358.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1016/s0097-8493(97)00030-7,10.1016/s0097-8493(97)00030-7,"Haptics in virtual environments: Taxonomy, research status, and challenges",1997,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0097-8493(97)00030-7.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0097-8493(97)00030-7.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1016/j.autcon.2019.102884,10.1016/j.autcon.2019.102884,User-centered interior finishing material selection: An immersive virtual reality-based interactive approach,2019,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.autcon.2019.102884.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.autcon.2019.102884.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1167/jov.21.8.4,10.1167/jov.21.8.4,Translucency perception: A review,2021,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1167_jov.21.8.4.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1167_jov.21.8.4.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_synthesis_non_tabular,yes
doi:10.1016/j.buildenv.2023.110985,10.1016/j.buildenv.2023.110985,"Association between perceived indoor environmental characteristics and occupants' mental well-being, cognitive performance, productivity, satisfaction in workplaces: A systematic review",2023,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2023.110985.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2023.110985.pdf,completed_pdf_no_claims,2026-02-14T11:38:53.059018+00:00,likely_synthesis_non_tabular,yes
doi:10.1016/j.visres.2013.11.004,10.1016/j.visres.2013.11.004,Visual perception of materials and their properties,2014,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.visres.2013.11.004.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.visres.2013.11.004.pdf,completed_pdf_no_claims,2026-02-14T23:59:03.639501+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1016/s0378-7788(02)00005-1,10.1016/s0378-7788(02)00005-1,Thermal comfort in naturally ventilated buildings: revisions to ASHRAE Standard 55,2002,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0378-7788(02)00005-1.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_s0378-7788(02)00005-1.pdf,completed_pdf_no_claims,2026-02-14T23:59:06.405905+00:00,likely_non_tabular_or_table_unreadable,yes
zotero:QJGA5ZN8,,Daylighting-Bias and Biophilia: Quantifying the Impacts of Daylighting and Views on Occupants Health,2011,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Daylighting-Bias_and_Biophilia_Quantifying_the_Imp.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Daylighting-Bias_and_Biophilia_Quantifying_the_Imp.pdf,completed_pdf_no_claims,2026-02-14T11:57:28.604497+00:00,likely_non_tabular_or_table_unreadable,yes
zotero:4AI9T96U,,Architecture Psychology,2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Architecture_Psychology.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/Architecture_Psychology.pdf,completed_pdf_no_claims,2026-02-14T11:57:28.604497+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.1016/j.foar.2021.07.006,10.1016/j.foar.2021.07.006,"Biophilic design in architecture and its contributions to health, well-being, and sustainability: A critical review",2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.foar.2021.07.006.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.foar.2021.07.006.pdf,completed_pdf_no_claims,2026-02-14T11:57:28.604497+00:00,likely_synthesis_non_tabular,yes
doi:10.3390/en15124477,10.3390/en15124477,"Effect of Color Temperature and Illuminance on Psychology, Physiology, and Productivity: An Experimental Study",2022,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_en15124477.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_en15124477.pdf,completed_pdf_no_claims,2026-02-14T11:57:28.604497+00:00,likely_non_tabular_or_table_unreadable,yes
doi:10.3758/s13423-011-0182-x,10.3758/s13423-011-0182-x,Active and passive contributions to spatial learning,2012,,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3758_s13423-011-0182-x.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3758_s13423-011-0182-x.pdf,completed_pdf_no_claims,2026-02-15T00:01:47.409458+00:00,likely_non_tabular_or_table_unreadable,yes
