variable,category,source_count,sample_sources
tier_2_OT_release_conditions,UNCLASSIFIED,1,NM_OXYTOCIN_SOCIAL_003:param
tier_2_OT_release_conditions.bridge_type,UNCLASSIFIED,1,NM_OXYTOCIN_SOCIAL_003:paramsub
tier_2_OT_release_conditions.eye_contact_threshold,UNCLASSIFIED,1,NM_OXYTOCIN_SOCIAL_003:paramsub
tier_2_OT_release_conditions.note,UNCLASSIFIED,1,NM_OXYTOCIN_SOCIAL_003:paramsub
tier_2_OT_release_conditions.physical_touch_condition,UNCLASSIFIED,1,NM_OXYTOCIN_SOCIAL_003:paramsub
tier_2_OT_release_conditions.synchronous_activity,UNCLASSIFIED,1,NM_OXYTOCIN_SOCIAL_003:paramsub
timescale_coherence,UNCLASSIFIED,1,TP4:causal
top_down_V1_V2_modulation,UNCLASSIFIED,1,T22:mech
top_down_control,PSYCH_COG,1,T36:causal
top_down_mechanisms,UNCLASSIFIED,1,M17:causal
total_allostatic_cost,NEURAL_PHYS,1,T29:causal
tpj_activation_level,UNCLASSIFIED,1,T51:causal
tpn_deactivation,UNCLASSIFIED,2,T16:causal; T27:causal
trace_destabilization,UNCLASSIFIED,1,E3:causal
trace_updating,UNCLASSIFIED,1,E3:causal
traditional_ornament,UNCLASSIFIED,1,T1:architectural_modifier_coefficients
transition_abruptness,UNCLASSIFIED,1,THRESHOLD_EPISODIC_BOUNDARY_001:param
transition_abruptness.interpretation,UNCLASSIFIED,1,THRESHOLD_EPISODIC_BOUNDARY_001:paramsub
transition_abruptness.source,UNCLASSIFIED,1,THRESHOLD_EPISODIC_BOUNDARY_001:paramsub
transition_encoding_vividness,PSYCH_COG,1,TP2:causal
transition_enhancement_function,UNCLASSIFIED,1,VF3:param
transition_enhancement_function.examples,UNCLASSIFIED,1,VF3:paramsub
transition_enhancement_function.formula,UNCLASSIFIED,1,VF3:paramsub
transition_enhancement_function.k_central,UNCLASSIFIED,1,VF3:paramsub
transition_enhancement_function.k_confidence,UNCLASSIFIED,1,VF3:paramsub
transition_enhancement_function.k_flag,UNCLASSIFIED,1,VF3:paramsub
transition_enhancement_function.k_range,UNCLASSIFIED,1,VF3:paramsub
transition_enhancement_function.overall_confidence,UNCLASSIFIED,1,VF3:paramsub
unexpected_encounter_threat_signal,BEHAV_OUTCOME,1,SC4:param
unexpected_encounter_threat_signal.bridge_prior,BEHAV_OUTCOME,1,SC4:paramsub
unexpected_encounter_threat_signal.central_estimate_delta,BEHAV_OUTCOME,1,SC4:paramsub
unexpected_encounter_threat_signal.construct,BEHAV_OUTCOME,1,SC4:paramsub
unexpected_encounter_threat_signal.note,BEHAV_OUTCOME,1,SC4:paramsub
unpredictability_stress_coupling,PSYCH_COG,1,T7:param
unpredictability_stress_coupling.environmental_domains,PSYCH_COG,1,T7:paramsub
unpredictability_stress_coupling.note,PSYCH_COG,1,T7:paramsub
unpredictability_stress_coupling.source,PSYCH_COG,1,T7:paramsub
ventral_vagal_activation,NEURAL_PHYS,2,NM_VAGAL_REGULATION_001:mech; T65:causal
vertical_PE_multiplier_per_floor,UNCLASSIFIED,1,SC1:param
vertical_PE_multiplier_per_floor.atrium_mitigation,UNCLASSIFIED,1,SC1:paramsub
vertical_PE_multiplier_per_floor.bridge_prior,UNCLASSIFIED,1,SC1:paramsub
vertical_PE_multiplier_per_floor.construct,UNCLASSIFIED,1,SC1:paramsub
vertical_PE_multiplier_per_floor.floor_distinctiveness_modifier,UNCLASSIFIED,1,SC1:paramsub
vertical_PE_multiplier_per_floor.mechanism,UNCLASSIFIED,1,SC1:paramsub
vertical_PE_multiplier_per_floor.values,UNCLASSIFIED,1,SC1:paramsub
vertical_architectural_features,ENV_ARCH,1,T18:causal
vestibular_processing,UNCLASSIFIED,1,T18:causal
vestibular_system,UNCLASSIFIED,1,T18:causal
view_distance,ENV_ARCH,1,VIEW1:architectural_modifier_coefficients
view_quality_gradient,ENV_ARCH,1,VIEW1:param
view_quality_gradient.blank_wall,ENV_ARCH,1,VIEW1:paramsub
view_quality_gradient.high_biodiverse_natural_landscape,ENV_ARCH,1,VIEW1:paramsub
view_quality_gradient.managed_garden_park,ENV_ARCH,1,VIEW1:paramsub
view_quality_gradient.sky_only,ENV_ARCH,1,VIEW1:paramsub
view_quality_gradient.sparse_single_tree,ENV_ARCH,1,VIEW1:paramsub
view_reveal_magnitude,ENV_ARCH,1,ED_PE_ENCODING_PRINCIPLE_001:architectural_modifier_coefficients
visible_temporal_depth,UNCLASSIFIED,1,TP3:causal
vista_space,UNCLASSIFIED,1,SN2:causal
visual_access_to_other_bodies,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:mech
visual_access_to_others_actions,UNCLASSIFIED,1,T49:causal
visual_body_access_conditions,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:param
visual_body_access_conditions.bridge_type,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
visual_body_access_conditions.full_body_visibility,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
visual_body_access_conditions.head_face_only,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
visual_body_access_conditions.no_visual_access,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
visual_body_access_conditions.source,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
visual_body_access_conditions.upper_body_only,UNCLASSIFIED,1,CROSS_SOCIAL_MIRROR_PRESENCE_001:paramsub
visual_complexity_suppression,PSYCH_COG,1,MS_RIPPLE_REPLAY_002:architectural_modifier_coefficients
visual_connectivity_modifier,UNCLASSIFIED,1,SPATIAL_SOCIAL_ENCOUNTER_001:param
visual_connectivity_modifier.bridge_type,UNCLASSIFIED,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
visual_connectivity_modifier.high_VGA_high_integration,UNCLASSIFIED,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
visual_connectivity_modifier.high_VGA_low_integration,UNCLASSIFIED,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
visual_connectivity_modifier.low_VGA_high_integration,UNCLASSIFIED,1,SPATIAL_SOCIAL_ENCOUNTER_001:paramsub
visual_discomfort_signal,UNCLASSIFIED,1,T69:causal
visual_imagery,UNCLASSIFIED,1,M6:causal
visual_material_identity,ENV_ARCH,1,MAT3:causal
visual_material_recognition,ENV_ARCH,1,MAT5:causal
visual_nourishment_equation,UNCLASSIFIED,1,VF2:param
visual_nourishment_equation.formula,UNCLASSIFIED,1,VF2:paramsub
visual_penetration_depth,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:param
visual_penetration_depth.formula,UNCLASSIFIED,1,PRIVACY_GRADIENT_REGULATION_001:paramsub
visual_processing_fluency,UNCLASSIFIED,1,MAT4:causal
visual_spatial_model,ENV_ARCH,1,T33:causal
visual_vestibular_conflict,UNCLASSIFIED,1,TP1:causal
vmPFC_activation,UNCLASSIFIED,1,T65:causal
vmPFC_safety_signal,UNCLASSIFIED,1,T66:causal
vmPFC_safety_signal_generation,UNCLASSIFIED,1,T66:causal
vmPFC_schema_congruence_detection,UNCLASSIFIED,1,E4:causal
vmPFC_top_down_control,PSYCH_COG,1,T65:causal
vmpfc_value,UNCLASSIFIED,1,M13:causal
vr_effect_sizes,UNCLASSIFIED,1,VF1:param
vr_effect_sizes.approach_curved_vs_angular,UNCLASSIFIED,1,VF1:paramsub
vr_effect_sizes.beauty_curved_vs_angular,UNCLASSIFIED,1,VF1:paramsub
walking_movement,UNCLASSIFIED,1,T61:causal
warm_vs_cool_hue,UNCLASSIFIED,1,COL2:causal
wayfinding_efficiency,UNCLASSIFIED,1,T3:causal
wayfinding_stress_coupling,PSYCH_COG,1,T14:param
wayfinding_stress_coupling.bridge_prior,PSYCH_COG,1,T14:paramsub
wayfinding_stress_coupling.bridge_type,PSYCH_COG,1,T14:paramsub
wayfinding_stress_coupling.source,PSYCH_COG,1,T14:paramsub
wayfinding_stress_coupling.space_syntax_modifier,PSYCH_COG,1,T14:paramsub
weak_encoding,PSYCH_COG,1,E4:causal
weak_stimulus_threshold,UNCLASSIFIED,1,T40:causal
weekly_nature_contact_threshold,UNCLASSIFIED,1,VIEW1:param
weekly_nature_contact_threshold.central_value,UNCLASSIFIED,1,VIEW1:paramsub
weekly_nature_contact_threshold.source,UNCLASSIFIED,1,VIEW1:paramsub
weekly_nature_contact_threshold.warrant,UNCLASSIFIED,1,VIEW1:paramsub
wellbeing_and_productivity,BEHAV_OUTCOME,1,XF_SOCIAL_AFFORDANCE_DENSITY_001:mech
white_matter_connectivity,UNCLASSIFIED,1,M16:causal
window_shading,ENV_ARCH,1,L1:architectural_modifier_coefficients
window_size,ENV_ARCH,1,VIEW1:architectural_modifier_coefficients
window_to_floor_ratio_minimum,ENV_ARCH,1,L3:param
window_to_floor_ratio_minimum.building_type_modifiers,ENV_ARCH,1,L3:paramsub
window_to_floor_ratio_minimum.note,ENV_ARCH,1,L3:paramsub
window_to_floor_ratio_minimum.source,ENV_ARCH,1,L3:paramsub
wm_load_saturation,UNCLASSIFIED,1,T36:causal
wm_task_accuracy,UNCLASSIFIED,1,T47:causal
working_memory_load,PSYCH_COG,1,MS2:causal
working_memory_offloading,PSYCH_COG,1,CREA4:causal
working_memory_reset,PSYCH_COG,1,TP2:causal
working_memory_slots,PSYCH_COG,1,T36:causal
